sample_row_id,sample_id,start_date,start_time,station_code,counter,gear_condition,trap_sample_type,habitat,debris_tubs,cone,fish_properly,flow_cfs,weather_code,temperature,turbidity,velocity,river_depth,gear,diel,sampling_weight,location_in_river,volume
3075,66_95,1995-03-06,08:25:00.000000,Gate 11,NA,N,non-intensive,NA,NA,1,Y,9571,CLR,10.8,7.9000001,3,NA,RSTR8,,1,WM,1518804
6884,18_07,2007-01-17,08:20:00.000000,Gate 2,5957,n,non-intensive,run,1.3,1,Y,6470,CLR,NA,1.62,2.467817028985507,9,RSTR8,,1.022916666666667,EM,5365399.457934783
19938,345_97,1997-12-10,07:25:00.000000,Gate 9,20786,N,non-intensive,NA,NA,1,Y,7368,CLR,9.5,4,3.5,11,RSTR8,,1,MC,7388430
7628,223_98,1998-08-10,20:10:00.000000,Gate 3,1770,N,NA,NA,NA,1,Y,14959,CLR,13.7,3.4000001,2.1,6,RSTR8,N,1,MC,1844640
17105,327_05,2005-11-22,08:44:00.000000,Gate 8,5252,n,non-intensive,run,1,1,Y,6775,CLR,53.700001,1.34,2.559425287356322,7.5,RSTR8,,1.01,WM,5496570.55862069
17962,25_07,2007-01-24,09:06:00.000000,Gate 8,5474,n,non-intensive,run,0.1,1,Y,6090,CLR,45.599998,1.4400001,2.499725609756097,7,RSTR8,,1.038888888888889,WM,5519634.12
16917,235_02,2002-08-22,19:53:00.000000,Gate 7 E,3712,n,sunrise-sunset,run,0.30000001,0.5,Y,9141,CLR,57.799999,1,3.616935483870967,6.5,RSTR8,N,1.053712480252765,,3662168.879032258
14220,55_05,2005-02-23,08:10:00.000000,Gate 8,9165,n,non-intensive,run,0.1,1,Y,7899,CLD,52.099998,4.2800002,3.696,4,RSTR8,,1.062,WM,8578497.311999999
4654,235_03,2003-08-22,08:36:00.000000,Gate 11,4524,n,non-intensive,run,2.5,1,Y,8057,CLR,58.799999,1.3,2.177896341463414,NA,RSTR8,,0.985,WM,4447090.097560976
9502,270_11,2011-09-26,08:09:00.000000,Gate 3,5841,n,non-intensive,run,3.7,1,Y,9187,CLR,55.900002,3.24,2.501704545454545,NA,RSTR8,,1.026388888888889,EM,5457538.513636364
2997,215_11,2011-08-02,10:08:00.000000,Gate 10,7427,n,non-intensive,Gates In,2.4000001,1,Y,11731,CLR,57.599998,4.3299999,3.119144736842105,7.5,RSTR8,,0.94375,MC,6256642.521315789
11846,93_05,2005-04-02,08:25:00.000000,Gate 5,NA,n,non-intensive,run,2.5,1,Y,7559,CLD,54.599998,5.1199999,2.272447916666667,4.5,RSTR8,,1.015,MC,4784139.15
12170,42_09,2009-02-10,08:28:00.000000,Gate 5,3858,n,non-intensive,run,0.80000001,0.5,Y,4437,CLD,45.57,2.6500001,1.900416666666666,NA,RSTR8,,1.020833333333333,MC,4123372.049999999
1304,175_99,1999-06-23,20:56:00.000000,Gate 1,4324,N,NA,NA,NA,1,Y,12337,CLR,14.3,2.9000001,2.9,8,RSTR8,N,1,EM,2321856
8114,333_05,2005-11-28,11:26:00.000000,Gate 3,6105,n,non-intensive,run,6.3000002,1,Y,7518,RAN,50.099998,2.7,2.179074074074074,8,RSTR8,,0.966,EM,4364772.533333333
8855,332.0_08,2008-11-26,07:59:00.000000,Gate 3,2451,tb,non-intensive,run,7.5,1,Y,NA,CLR,54.950001,2.72,NA,10.1,RSTR8,,1.025,EM,NA
16465,327_11,2011-11-22,10:00:00.000000,Gate 7,7290,n,non-intensive,run,7.8000002,1,Y,8692,CLD,51.200001,2.6700001,3.088615384615384,NA,RSTR8,,0.9395833333333333,MC,6168051.404307691
1288,160_99,1999-06-08,20:11:00.000000,Gate 1,2499,N,NA,NA,NA,1,Y,10683,CLR,12.2,3.0999999,3.1,9,RSTR8,N,1,EM,2690452.8
3689,196_97,1997-07-14,09:19:00.000000,Gate 11,42,N,non-intensive,NA,NA,1,Y,14652,CLR,12.9,5.4000001,3.4,9.5,RSTR8,,1,WM,6947423.999999999
3150,174_95,1995-06-22,08:33:00.000000,Gate 11,NA,N,non-intensive,NA,NA,1,Y,14679,CLR,13.6,5.5999999,2.4,NA,RSTR8,,1,WM,1045008
11191,116_95,1995-04-26,02:00:00.000000,Gate 5,NA,N,NA,NA,NA,1,Y,9255,CLR,13.6,NA,3.7,NA,RSTR8,,0.25,,81918.00000000001
4143,97_99,1999-04-06,09:13:00.000000,Gate 11,7120,N,non-intensive,NA,NA,1,Y,10029,CLR,11.1,6.6999998,2.8,15,RSTR8,,1,WM,5675880
10835,313_06,2006-11-08,09:41:00.000000,Gate 4,4689,n,non-intensive,run,6.6999998,1,Y,6765,CLR,NA,2.5799999,2.282982456140351,8,RSTR8,,1.000694444444445,MC,4855711.913684211
1896,193_08,2008-07-10,09:43:00.000000,Gate 1,3045,pb,non-intensive,Gates In,NA,1,N,12315,CLR,58.52,3.22,3.212371794871795,NA,RSTR8,,1.001388888888889,EM,6837186.429230769
647,262_95,1995-09-18,20:44:00.000000,Gate 1,NA,N,NA,NA,NA,1,Y,11126,CLR,14.2,NA,2.5,NA,RSTR8,,0.115,EM,55350
2662,91_00,2000-03-30,05:59:00.000000,Gate 10,6154,N,non-intensive,NA,NA,1,Y,9183,CLR,12.1,2.4000001,2.8,10.5,RSTR8,,1,MC,6122121.6
10209,64_97,1997-03-04,10:06:00.000000,Gate 4,NA,N,non-intensive,NA,NA,1,Y,7795,CLR,8.8999996,17,2,NA,RSTR8,,1,MC,3785784
16190,249_10,2010-09-05,09:48:00.000000,Gate 7,6487,n,non-intensive,run,4.5999999,1,Y,8713,CLR,57.900002,1.45,3.092638888888888,NA,RSTR8,,0.9576388888888889,MC,6294769.564999999
3198,231_95,1995-08-18,14:30:00.000000,Gate 11,NA,N,non-intensive,NA,NA,1,Y,13487,CLR,13.8,3.5,2.9,NA,RSTR8,,1,WM,4871095.2
17355,63_99,1999-03-03,06:57:00.000000,Gate 8,13289,N,non-intensive,NA,NA,1,Y,36615,CLR,8.3999996,7.5,4.2,7,RSTR8,,1,MC,10086199.2
14983,335_94,1994-11-30,09:01:00.000000,Gate 7,NA,N,non-intensive,NA,NA,1,Y,NA,CLR,11.4,1.5,NA,NA,RSTR8,,1,MC,NA
12177,51_09,2009-02-19,08:52:00.000000,Gate 5,6225,n,non-intensive,run,1.9,0.5,Y,7746,CLR,48.549999,7.9299998,2.258083333333333,NA,RSTR8,,1.042361111111111,MC,5002729.431000001
6303,114_04,2004-04-22,09:52:00.000000,Gate 2,6015,n,non-intensive,run,0.5,0.5,Y,8347,CLR,56,2.3,2.38094362745098,NA,RSTR8,,0.969,EM,4782839.55882353
3342,326_95,1995-11-22,18:32:00.000000,Gate 11,NA,N,NA,NA,NA,1,Y,5801,CLR,13.4,1.7,2.1,NA,RSTR8,C2,0.344,WM,192175.2
17835,306_05,2005-11-01,08:44:00.000000,Gate 8,6521,n,non-intensive,run,0.5,1,Y,7697,CLD,56.400002,1.76,2.808125,8,RSTR8,,1.005,WM,5997514.747499999
20035,238_98,1998-08-25,20:02:00.000000,Gate 9,553,N,NA,NA,NA,1,Y,13893,CLR,13.8,2.5,2.5,5,RSTR8,N,0.25,MC,531360
17411,132_99,1999-05-11,09:58:00.000000,Gate 8,5880,N,non-intensive,NA,NA,1,Y,12962,CLR,14,3.4000001,3.2,6,RSTR8,,1,MC,6555801.600000001
10232,100_97,1997-04-09,08:47:00.000000,Gate 4,NA,N,non-intensive,NA,NA,1,Y,6793,CLR,11.9,12,2.3,NA,RSTR8,,1,MC,4694484
12135,8_09,2009-01-07,08:41:00.000000,Gate 5,3655,n,non-intensive,run,0.1,0.5,Y,4594,RAN,48.099998,2.54,1.812951388888889,NA,RSTR8,,1.00625,MC,3877402.64625
3649,105_97,1997-04-14,08:35:00.000000,Gate 11,NA,N,non-intensive,NA,NA,1,Y,7229,CLR,13.4,14,2.8,NA,RSTR8,,1,,5802047.999999999
8530,126_05,2005-05-05,10:13:00.000000,Gate 6,8977,pb,non-intensive,run,20.5,1,Y,10558,CLD,57.299999,99.199997,3.835222222222222,7.5,RSTR8,,0.961,,8662570.410666667
15088,284_95,1995-10-11,07:02:00.000000,Gate 7,NA,N,NA,NA,NA,1,Y,9309,CLR,13.5,NA,2.6,NA,RSTR8,,0.234,MC,57564.00000000001
20146,336_99,1999-12-01,09:32:00.000000,Gate 9,301,N,NA,NA,NA,1,Y,9920,CLD,10.4,8.1000004,2.1,9,RSTR8,D,0.25,WM,425691.0000000001
16485,351_11,2011-12-16,09:18:00.000000,Gate 7,6921,n,non-intensive,run,2,1,Y,6391,CLR,49,2.0999999,2.614166666666667,NA,RSTR8,,1.063194444444445,MC,6075474.955
2221,182_95,1995-06-30,14:07:00.000000,Gate 10,NA,N,non-intensive,NA,NA,1,Y,15429,CLR,13.3,3.9000001,1.9,NA,RSTR8,,1,WM,3135319.2
2471,255_96,1996-09-10,23:38:00.000000,Gate 10,NA,N,NA,NA,NA,1,Y,9641,CLR,NA,NA,2.1,NA,RSTR8,N2,0.933,WM,520732.8
8700,67_08,2008-03-06,08:20:00.000000,Gate 3,4556,n,non-intensive,run,0.80000001,1,Y,5858,CLR,48.5,3.6600001,2.253307291666667,NA,RSTR8,,1.001388888888889,EM,4795921.213125001
17653,32_05,2005-01-31,09:06:00.000000,Gate 8,8353,nr,non-intensive,run,0.30000001,0.5,Y,7620,CLR,49.299999,5.3899999,3.503791666666667,4,RSTR8,,0.961,WM,7564826.36
13821,57_10,2010-02-26,00:22:00.000000,Gate 6,1597,n,intensive (Storm/Mort),run,0.5,1,Y,9535,CLD,51.200001,12.8,3.927828947368421,6.5,RSTR8,N3,0.25,MC,1328988.78
11047,305_94,1994-10-31,15:07:00.000000,Gate 5,NA,N,non-intensive,NA,NA,1,Y,NA,W,12.9,0.80000001,NA,NA,RSTR8,,1,MC,NA
19524,293_94,1994-10-19,11:55:00.000000,Gate 9,NA,N,non-intensive,NA,NA,1,Y,NA,CLR,12.6,1,NA,NA,RSTR8,,1,WM,NA
509,185_95,1995-07-03,08:24:00.000000,Gate 1,NA,N,non-intensive,NA,NA,1,Y,15451,CLR,14.1,4,2.8,NA,RSTR8,,1,EM,624052.7999999999
10207,59_97,1997-02-27,08:40:00.000000,Gate 4,NA,N,non-intensive,NA,NA,1,Y,7896,CLR,9.3000002,17,2.1,NA,RSTR8,,1,MC,4227552.000000001
20639,196_07,2007-07-14,09:00:00.000000,Gate 9,7739,n,non-intensive,Gates In,1,1,Y,14344,CLR,57.799999,1.04,2.5725,6,RSTR8,,1.010416666666667,MC,5524649.55
20016,218_98,1998-08-05,06:21:00.000000,Gate 9,4634,N,NA,NA,NA,1,Y,14821,CLR,14.5,3.4000001,3.1,6,RSTR8,D,1,MC,3861806.4
3648,104_97,1997-04-13,08:43:00.000000,Gate 11,NA,N,non-intensive,NA,NA,1,Y,6955,CLD,12.7,6.3000002,2.5,NA,RSTR8,,1,WM,5004840
355,204_03,2003-07-22,09:49:00.000000,Gate 1,6414,n,non-intensive,run,4.0999999,1,Y,13718,CLR,57.400002,1.5,2.228916666666667,NA,RSTR8,,1.052777777777778,EM,4987459.596
8817,294_08,2008-10-19,08:24:00.000000,Gate 3,6445,n,non-intensive,run,4.9000001,1,Y,7532,CLR,59.110001,1.98,3.124479166666667,11.1,RSTR8,,1.004861111111111,EM,6673175.11875
18480,140_09,2009-05-19,11:17:00.000000,Gate 8,7258,n,non-intensive,run,1,1,Y,9852,CLR,NA,4.3000002,3.30719298245614,6.5,RSTR8,,1.019444444444444,WM,6991141.389473684
7016,214_10,2010-08-01,09:14:00.000000,Gate 2,6349,n,non-intensive,Gates In,7.5,1,Y,12109,CLR,57.299999,2.6600001,2.968437499999999,6.4000001,RSTR8,,1.018055555555555,MC,6605925.191249998
12578,105_03,2003-04-14,09:31:00.000000,Gate 6,10997,n,non-intensive,run,4.1999998,1,Y,8899,CLD,53.599998,5.5999999,3.477272727272727,7,RSTR8,,1.000694444444445,WM,7816770
12379,26_00,2000-01-25,07:32:00.000000,Gate 6,1610,N,NA,NA,NA,1,Y,21791,CLD,10,16,3.3,9,RSTR8,,0.17,MC,1105671.6
14753,185_02,2002-07-03,07:39:00.000000,Gate 6 E,12080,pb,non-intensive,run,2.0999999,0.5,Y,13173,CLR,56.900002,1.5,3.419684092366902,7,RSTR8,,0.9993055555555556,,7676643.637908916
13791,30_10,2010-01-29,09:30:00.000000,Gate 6,NA,n,non-intensive,run,0.89999998,0.5,Y,8318,RAN,49.200001,8.6099997,3.837396121883657,6.5,RSTR8,,0.9923611111111111,MC,8093851.249861497
1652,191_05,2005-07-09,09:55:00.000000,Gate 1,4683,n,non-intensive,run,1,1,Y,13704,CLR,57.900002,2.1500001,2.368333333333333,NA,RSTR8,,0.968,EM,4754097.6
8550,284_05,2005-10-10,08:44:00.000000,Gate 6,8270,n,non-intensive,run,3.5999999,0.5,Y,9548,CLR,57.299999,1.75,3.827462121212121,7.5,RSTR8,,0.987,MC,8256134.337499999
5678,302_98,1998-10-28,06:26:00.000000,Gate 2,2761,N,NA,NA,NA,1,Y,7564,CLR,13.6,2,2.7,11,RSTR8,D,1,EM,2366674.2
2317,248_95,1995-09-04,18:36:00.000000,Gate 10,NA,N,NA,NA,NA,1,Y,13799,CLR,NA,NA,1,NA,RSTR8,,0.185,MC,22140
11254,272_95,1995-09-29,04:28:00.000000,Gate 5,NA,N,NA,NA,NA,1,Y,9716,,NA,NA,2.4,NA,RSTR8,,0.109,MC,53136
15759,324_07,2007-11-19,08:29:00.000000,Gate 7,4925,n,non-intensive,run,3,1,Y,6598,CLR,55.099998,1.17,2.403764204545455,NA,RSTR8,,1.071527777777778,MC,5474496.055397728
1559,196_04,2004-07-13,08:41:00.000000,Gate 1,7255,n,non-intensive,run,0.89999998,1,Y,14332,CLR,57.5,2.5,NA,NA,RSTR8,,1.005,,NA
1346,214_99,1999-08-01,09:06:00.000000,Gate 1,6089,N,non-intensive,NA,NA,1,Y,11538,CLR,14.4,3.8,2.8,9,RSTR8,,1,EM,5810111.999999999
4722,213_04,2004-07-30,09:07:00.000000,Gate 11,5842,n,non-intensive,run,1.5,1,Y,13379,CLR,57.799999,2.0999999,2.748046875,NA,RSTR8,,1.006,WM,5730007.5
11211,117_95,1995-04-27,00:07:00.000000,Gate 5,NA,N,NA,NA,NA,1,Y,9553,W,NA,NA,3.6,NA,RSTR8,,0.17,,53136
5358,94_96,1996-04-02,22:44:00.000000,Gate 2,NA,N,NA,NA,NA,1,Y,11213,CLD,NA,NA,3.2,NA,RSTR8,N2,0.978,EM,831283.2000000002
12231,211_02,2002-07-29,06:35:00.000000,Gate 5 W,6638,n,sunrise-sunset,run,2.8,0.5,Y,14041,CLR,57.799999,1.2,3.645006112469437,5,RSTR8,D,0.980209545983702,,4787788.428850856
13686,138_09,2009-05-17,09:37:00.000000,Gate 6,8764,n,non-intensive,run,5.0999999,1,Y,10521,CLR,NA,5.75,3.674509345794393,7.1999998,RSTR8,,1.038194444444444,MC,8108245.812616823
9306,300_10,2010-10-26,10:32:00.000000,Gate 3,6034,n,non-intensive,run,4.8000002,1,Y,7690,CLR,52.400002,3.8099999,2.729068047337278,NA,RSTR8,,0.9430555555555555,EM,5336747.147928993
8491,129_06,2006-05-08,09:43:00.000000,Gate 5,11162,n,non-intensive,flood,2.3,0.5,Y,17609,CLR,54.299999,11.6,3.92875,6.5,RSTR8,,1.004861111111111,MC,8868445.95
328,152_95,1995-05-31,14:24:00.000000,Gate 1,NA,N,non-intensive,NA,NA,1,Y,14400,CLD,13.4,5,2.9,NA,RSTR8,,1,EM,5423266.8
3816,212_98,1998-07-30,09:43:00.000000,Gate 11,1536,N,NA,NA,NA,1,Y,15074,CLR,13.4,3.2,2.6,11.5,RSTR8,D,1,WM,580320
3611,45_97,1997-02-13,09:15:00.000000,Gate 11,NA,N,non-intensive,NA,NA,1,Y,12799,CLR,9.3000002,NA,3.6,NA,RSTR8,,1,WM,7423380.000000001
11115,350_94,1994-12-15,09:05:00.000000,Gate 5,NA,PB,non-intensive,NA,NA,1,Y,NA,CLD,NA,17,NA,NA,RSTR8,,1,MC,NA
160,91_95,1995-03-31,14:06:00.000000,Gate 1,NA,N,non-intensive,NA,NA,1,Y,23621,CLD,10.2,17,2.1,NA,RSTR8,,1,,3595536
10917,43_07,2007-02-11,15:54:00.000000,Gate 4,7341,n,non-intensive,run,10.6,0.5,Y,16078,CLD,47.299999,28.1,2.663293010752688,6,RSTR8,,1,,4131822.123709677
7553,221_96,1996-08-07,14:40:00.000000,Gate 3,NA,N,NA,NA,NA,1,Y,13418,CLR,NA,NA,1.4,NA,RSTR8,D3,1,MC,371952
15530,322_04,2004-11-16,09:12:00.000000,Gate 7,4560,n,non-intensive,run,0.80000001,1,Y,5598,CLR,55.599998,1.1,2.55724358974359,NA,RSTR8,,0.988,MC,5368984.061538462
12450,285_02,2002-10-12,01:14:00.000000,Gate 6,1816,n,sunrise-sunset,run,0.5,0.5,Y,7117,CLR,NA,NA,3.378961670480549,NA,RSTR8,N,0.4783748361730013,MC,1820381.810354691
6693,238_05,2005-08-25,08:20:00.000000,Gate 2,6015,n,non-intensive,run,4.5999999,1,Y,9464,CLR,58.700001,1.33,2.7709375,7,RSTR8,,1.001,MC,5897641.2075
15960,139_09,2009-05-18,11:24:00.000000,Gate 7,8396,n,non-intensive,run,1,1,Y,10362,CLR,NA,3.5,3.816701388888889,9,RSTR8,,0.9652777777777778,MC,7830497.237500001
568,222_95,1995-08-09,14:50:00.000000,Gate 1,NA,N,non-intensive,NA,NA,1,Y,14111,W,13.8,3.0999999,2.9,NA,RSTR8,,1,EM,4858254
7919,244_03,2003-08-31,08:49:00.000000,Gate 3,1598,n,non-intensive,run,0,1,Y,8814,CLR,58.599998,1.3,0.8164236111111111,9.5,RSTR8,,1.019,MC,1674375.425625
