sample_row_id,sample_id,start_date,start_time,station_code,counter,gear_condition,trap_sample_type,habitat,debris_tubs,cone,fish_properly,flow_cfs,weather_code,temperature,turbidity,velocity,river_depth,gear,diel,sampling_weight,location_in_river,volume
73,89_13,2013-03-29,11:33:00.000000,Gate 8,6902,n,non-intensive,run,1.3,1,Y,6389,CLR,56.099998,4.6900001,3.557832618025751,4,RSTR8,,1.020138888888889,WM,7526096.806866952
74,85_13,2013-03-25,08:15:00.000000,Gate 3,6103,n,non-intensive,run,1.8,1,Y,5353,CLR,55,2.5799999,2.658116883116883,4.25,RSTR8,,1.013888888888889,EM,5728135.558441558
75,85_13,2013-03-25,08:50:00.000000,Gate 6,8448,n,non-intensive,run,2.2,1,Y,5353,CLR,55,2.1700001,3.67891447368421,4.5,RSTR8,,1.029166666666667,MC,8047375.244999999
76,85_13,2013-03-25,09:25:00.000000,Gate 7,7714,n,non-intensive,run,1.1,1,Y,5353,CLR,55,2.23,3.039709302325581,4.75,RSTR8,,1.031944444444445,MC,6667103.842325581
77,90_13,2013-03-30,09:06:00.000000,Gate 3,6871,n,non-intensive,run,6.8000002,1,Y,6897,CLD,56.099998,4.8800001,3.07141719745223,5,RSTR8,,0.9791666666666666,EM,6573999.941082804
78,90_13,2013-03-30,12:02:00.000000,Gate 8,6755,n,non-intensive,run,4.1999998,1,Y,6897,CLD,56.099998,3.73,2.930685483870967,4,RSTR8,,0.96875,WM,5887160.999999999
79,90_13,2013-03-30,11:10:00.000000,Gate 7,9465,n,non-intensive,run,10.5,1,Y,6897,CLD,56.099998,3.74,3.249185667752443,6.25,RSTR8,,0.9743055555555555,MC,6728504.657980456
80,90_13,2013-03-30,09:48:00.000000,Gate 6,8950,n,non-intensive,run,10.1,1,Y,6897,CLD,56.099998,3.5599999,3.575541666666667,5,RSTR8,,0.9944444444444445,MC,7557379.284
81,92_13,2013-04-01,06:10:00.000000,Gate 3,8861,n,non-intensive,run,8.6000004,1,Y,8411,CLR,56.099998,36.400002,3.034577922077922,5.25,RSTR8,,1.121527777777778,EM,7233644.775974026
82,92_13,2013-04-01,06:18:00.000000,Gate 6,10925,n,non-intensive,run,11.6,1,Y,8411,CLR,56.099998,23.1,3.979354166666666,5.75,RSTR8,,1.199305555555556,MC,10432219.172375
83,92_13,2013-04-01,06:25:00.000000,Gate 7,13424,n,non-intensive,run,5.5999999,1,Y,8411,CLR,56.099998,12.9,3.577561728395062,6.75,RSTR8,,1.239583333333333,MC,9693868.586111112
84,92_13,2013-04-01,06:30:00.000000,Gate 8,NA,n,non-intensive,run,2.5,1,Y,8411,CLR,56.099998,10.8,3.455703125,4.75,RSTR8,,1.265277777777778,WM,9066659.175
85,93_13,2013-04-02,09:05:00.000000,Gate 3,7429,n,non-intensive,run,4,1,Y,7928,CLD,57.099998,5.5999999,3.040138888888889,5.25,RSTR8,,1.028472222222222,EM,6645609.845000001
86,93_13,2013-04-02,11:05:00.000000,Gate 6,8473,n,non-intensive,run,5,1,Y,7928,CLD,57.099998,6.3800001,3.904090909090909,5.25,RSTR8,,0.9069444444444444,MC,7525744.265454546
87,93_13,2013-04-02,12:10:00.000000,Gate 7,8755,n,non-intensive,run,6.0999999,1,Y,7928,CLD,57.099998,4.3800001,2.972083333333333,6.5,RSTR8,,0.8555555555555555,MC,5404531.44
88,93_13,2013-04-02,12:52:00.000000,Gate 8,NA,n,non-intensive,run,1,1,Y,7928,CLD,57.099998,5.5100002,2.793830128205128,4.25,RSTR8,,0.8791666666666667,WM,5093264.076923077
89,94_13,2013-04-03,09:46:00.000000,Gate 3,7020,n,non-intensive,run,4.4000001,1,Y,7559,CLD,56.299999,4.52,3.005122950819672,5,RSTR8,,1.020138888888889,EM,6515839.807377049
90,94_13,2013-04-03,08:51:00.000000,Gate 6,8940,n,non-intensive,run,6.5999999,1,Y,7559,RAN,56.299999,4.6799998,3.682214095744681,5,RSTR8,,0.9840277777777777,MC,7920464.613231382
91,94_13,2013-04-03,08:42:00.000000,Gate 7,10395,n,non-intensive,run,3.0999999,1,Y,7559,RAN,56.299999,4.0100002,3.826217948717948,6.25,RSTR8,,1.023611111111111,MC,8561285.09923077
92,94_13,2013-04-03,09:58:00.000000,Gate 8,7804,n,non-intensive,run,1.8,1,Y,7559,CLD,56.299999,5.1599998,3.594735142118863,4.25,RSTR8,,1.045138888888889,WM,7790510
93,95_13,2013-04-04,11:03:00.000000,Gate 8,6424,n,non-intensive,run,8,1,Y,8037,CLD,55.400002,5.5300002,3.472,4.5,RSTR8,,0.89375,WM,6595452.864000001
94,95_13,2013-04-04,10:15:00.000000,Gate 3,6178,n,non-intensive,run,9.5,1,Y,8037,CLD,55.400002,5.21,3.282134831460674,5.25,RSTR8,,0.96875,EM,6757981.260674156
95,95_13,2013-04-04,08:28:00.000000,Gate 6,8649,n,non-intensive,run,8,1,Y,8037,CLR,55.400002,5.3299999,3.278571428571428,5.5,RSTR8,,0.9597222222222223,MC,6878036.314285714
96,95_13,2013-04-04,09:16:00.000000,Gate 7,8916,n,non-intensive,run,13.5,1,Y,8037,CLR,55.400002,5.4699998,3.55391129032258,6.75,RSTR8,,0.9055555555555556,MC,7034867.889677419
97,96_13,2013-04-05,12:15:00.000000,Gate 6,1000,n,intensive (Storm/Mort),run,4.3000002,1,Y,9525,CLD,55.400002,9.4899998,3.5385,5.5,RSTR8,D3,0.25,MC,1138576.068
98,96_13,2013-04-05,12:18:00.000000,Gate 7,1675,n,intensive (Storm/Mort),run,2.3,1,Y,9525,CLD,55.400002,7.1100001,4.077786885245901,6.5999999,RSTR8,D3,0.25,MC,1336176.584262295
99,96_13,2013-04-05,12:20:00.000000,Gate 8,1308,n,intensive (Storm/Mort),run,1.3,1,Y,9525,CLD,55.400002,5.7399998,3.094583333333333,4.75,RSTR8,D3,0.25,WM,995032.325
100,96_13,2013-04-05,12:08:00.000000,Gate 3,1318,n,intensive (Storm/Mort),run,4.1999998,1,Y,9525,CLD,55.400002,9.75,3.673888888888889,5.5,RSTR8,D3,0.25,EM,1176717.22
101,96_13,2013-04-06,03:37:00.000000,Gate 3,1152,n,intensive (Storm/Mort),run,0.69999999,1,Y,9525,CLD,56.099998,22.9,3.390506756756757,5,RSTR8,N4,0.25,EM,1010886.370540541
102,96_13,2013-04-06,03:26:00.000000,Gate 6,1311,n,intensive (Storm/Mort),run,1.5,1,Y,9525,CLD,56.099998,20.299999,3.657142857142857,5.5,RSTR8,N4,0.25,MC,1041802.971428571
103,96_13,2013-04-06,03:22:00.000000,Gate 7,1407,n,intensive (Storm/Mort),run,0.60000002,1,Y,9525,CLD,56.099998,19.799999,4.008846153846154,7,RSTR8,N4,0.25,MC,1101462.551538462
104,96_13,2013-04-06,03:19:00.000000,Gate 8,968,n,intensive (Storm/Mort),run,0.2,1,Y,9525,CLD,56.099998,19.5,3.334566666666666,4.5,RSTR8,N4,0.25,WM,821944.0068
105,97_13,2013-04-06,06:59:00.000000,Gate 3,9457,nr,non-intensive,run,9.8000002,1,N,9620,CLD,56.700001,11.4,3.325874999999999,6,RSTR8,,1.15,EM,8129289.924
106,97_13,2013-04-06,06:39:00.000000,Gate 6,11018,n,non-intensive,run,10,1,Y,9620,CLR,56.700001,11.3,3.746609195402298,5.5,RSTR8,,1.122916666666667,MC,9196449.410689654
107,97_13,2013-04-06,06:23:00.000000,Gate 7,12813,n,non-intensive,run,5.9000001,1,Y,9620,CLD,56.700001,8.8599997,3.580451388888889,7,RSTR8,,1.13125,MC,8608851.64125
108,97_13,2013-04-06,06:06:00.000000,Gate 8,9727,n,non-intensive,run,3.2,1,Y,9620,CLR,56.700001,10.8,3.603653846153846,4.25,RSTR8,,1.179166666666667,WM,8554367.914615383
109,98_13,2013-04-07,10:35:00.000000,Gate 3,7837,n,non-intensive,run,6.5999999,1,Y,9198,CLR,55.700001,9.5799999,3.4855,5.75,RSTR8,,1.014583333333333,EM,7516257.677999999
110,98_13,2013-04-07,09:36:00.000000,Gate 6,9568,n,non-intensive,run,7.6999998,1,Y,9198,CLR,55.700001,9.6300001,3.956166666666666,5.1999998,RSTR8,,0.9618055555555556,MC,8317563.484999999
111,98_13,2013-04-07,09:32:00.000000,Gate 7,11056,n,non-intensive,run,4,1,Y,9198,CLR,55.700001,9.0100002,3.507424242424242,7,RSTR8,,0.9986111111111111,MC,7656300.26
112,98_13,2013-04-07,10:24:00.000000,Gate 8,7780,n,non-intensive,run,2.8,1,Y,9198,CLR,55.700001,10.1,3.447054140127388,4.3000002,RSTR8,,0.9875,WM,6852591.960191081
16818,43_13,2013-02-11,09:26:00.000000,Gate 7,7124,n,non-intensive,run,0.2,0.5,Y,5903,CLR,48.200001,5.5100002,3.302746913580247,4.5,RSTR8,,0.9840277777777777,MC,6907668.747777777
16773,6_13,2013-01-05,10:04:00.000000,Gate 7,730,n,intensive (Storm/Mort),run,0.1,0.5,Y,6943,CLD,45.099998,7.4200001,4.360659722222222,5,RSTR8,D2,0.25,MC,1012780.663125
16575,94_12,2012-04-02,11:41:00.000000,Gate 7,5340,n,non-intensive,run,2.5,1,Y,9161,CLD,53,14.7,3.322177419354839,NA,RSTR8,,0.9576388888888889,MC,6597047.032258064
19373,353_12,2012-12-17,16:53:00.000000,Gate 8,1073,n,intensive (Storm/Mort),run,4,1,Y,12180,CLR,47.200001,31.799999,3.687622950819672,5.75,RSTR8,N1,0.25,WM,1436933.909508197
9793,245_12,2012-08-31,09:02:00.000000,Gate 3,7792,n,non-intensive,run,7.5,1,Y,9516,CLR,56.599998,1.17,3.045648148148148,NA,RSTR8,,1.016666666666667,EM,6581231.44
9826,278_12,2012-10-03,10:55:00.000000,Gate 3,5372,n,non-intensive,run,5.1999998,1,Y,6565,CLR,57.099998,1.35,2.527809139784946,NA,RSTR8,,0.9875,EM,5176144.219354839
16511,25_12,2012-01-24,08:20:00.000000,Gate 7,6653,n,non-intensive,run,1.3,0.5,Y,7488,CLD,48,12,3.188499999999999,NA,RSTR8,,1.064583333333333,MC,7214644.457999999
9647,74_12,2012-03-13,20:18:00.000000,Gate 3,847,n,intensive (Storm/Mort),flood,2.3,1,Y,6188,RAN,50.5,11.3,1.972444444444444,NA,RSTR8,N1,0.25,EM,692896.0639999999
9813,265_12,2012-09-20,10:24:00.000000,Gate 3,6746,n,non-intensive,run,5.9000001,1,Y,7394,CLR,57.700001,1.15,2.762426470588235,NA,RSTR8,,1.036111111111111,EM,5935018.023529411
16727,320_12,2012-11-14,10:19:00.000000,Gate 7,2559,n,non-intensive,run,4,1,Y,6550,CLR,53.099998,0.81999999,2.896338383838384,NA,RSTR8,,0.9763888888888889,MC,6181678.183333334
16548,65_12,2012-03-04,09:40:00.000000,Gate 7,6137,n,non-intensive,run,1.2,1,Y,5261,CLR,51.799999,2.1700001,2.958333333333333,NA,RSTR8,,1.054861111111111,MC,6632713.499999999
9938,24_13,2013-01-23,09:12:00.000000,Gate 3,6790,n,non-intensive,run,1.3,0.5,Y,6413,CLD,47.400002,6.3800001,3.160040983606557,5,RSTR8,,0.9729166666666667,EM,6534572.909016393
19340,316_12,2012-11-10,12:19:00.000000,Gate 8,4608,n,non-intensive,run,2.9000001,1,Y,6389,CLD,50.700001,1.41,2.167083333333333,6.5,RSTR8,,0.9652777777777778,WM,4211119.675
16513,27_12,2012-01-26,10:59:00.000000,Gate 7,5399,n,non-intensive,run,2.25,1,Y,7478,CLR,48.700001,9.9399996,2.813125,NA,RSTR8,,1.006944444444444,MC,6020650.125000001
14495,188_12,2012-07-05,09:37:00.000000,Gate 6,9076,n,non-intensive,run,8.5,1,Y,13489,CLR,56.299999,1.9400001,3.424495967741936,NA,RSTR8,,1,MC,7101034.838709678
9876,327_12,2012-11-21,22:53:00.000000,Gate 3,942,n,random (HiFlo),run,17,1,Y,12765,CLR,53.799999,48.799999,2.731215277777777,NA,RSTR8,5,0.1666666666666667,EM,967505.7
14514,211_12,2012-07-28,10:07:00.000000,Gate 6,9143,n,non-intensive,run,4.5,1,Y,13751,CLR,56.799999,1.87,3.493508064516129,NA,RSTR8,,0.9951388888888889,MC,7599407.131693549
